pos,variable,label,col_type,missing,value_labels
1144,umd2b_2,Does he believe he needs meds (present),dbl+lbl,405,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1145,umd3_2,Awareness of hallusinations(present),dbl+lbl,661,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1146,umd3b_2,Attribution (present),dbl+lbl,661,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1147,umd4_2,Awareness of delusions (present),dbl+lbl,596,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1148,umd4b_2,NA,dbl,601,NULL
1149,umd5_2,Awareness of flat or blunt affect (present),dbl+lbl,629,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1150,umd5b_2,Attribution (present),dbl+lbl,636,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1151,umd6_2,Awareness of asociality(present),dbl+lbl,562,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1152,umd6b_2,Attribution (present),dbl+lbl,568,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1153,umd1_3,Awareness of mental disorder(present),dbl+lbl,388,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1154,umd2_3,Awareness of response to medication(present),dbl+lbl,414,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1155,umd2b_3,Does he believe he needs meds (present),dbl+lbl,392,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1156,umd3_3,Awareness of hallusinations(present),dbl+lbl,666,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1157,umd3b_3,Attribution (present),dbl+lbl,667,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1158,umd4_3,Awareness of delusions (present),dbl+lbl,629,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1159,umd4b_3,Attribution (present),dbl+lbl,635,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1160,umd5_3,Awareness of flat or blunt affect (present),dbl+lbl,614,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1161,umd5b_3,Attribution (present),dbl+lbl,623,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1162,umd6_3,Awareness of asociality(present),dbl+lbl,558,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1163,umd6b_3,Attribution (present),dbl+lbl,563,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1164,umd1_6,Awareness of mental disorder(present),dbl+lbl,417,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1165,umd2_6,Awareness of response to medication(present),dbl+lbl,436,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1166,umd2b_6,Does he believe he needs meds (present),dbl+lbl,411,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1167,umd3_6,Awareness of hallusinations(present),dbl+lbl,672,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1168,umd3b_6,Attribution (present),dbl+lbl,672,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1169,umd4_6,Awareness of delusions (present),dbl+lbl,642,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1170,umd4b_6,Attribution (present),dbl+lbl,642,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1171,umd5_6,Awareness of flat or blunt affect (present),dbl+lbl,646,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1172,umd5b_6,Attribution (present),dbl+lbl,659,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1173,umd6_6,Awareness of asociality(present),dbl+lbl,590,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1174,umd6b_6,Attribution (present),dbl+lbl,596,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1175,umd1_9,Awareness of mental disorder(present),dbl+lbl,437,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1176,umd2_9,Awareness of response to medication(present),dbl+lbl,459,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1177,umd2b_9,Does he believe he needs meds (present),dbl+lbl,436,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1178,umd3_9,Awareness of hallusinations(present),dbl+lbl,670,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1179,umd3b_9,Attribution (present),dbl+lbl,669,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1180,umd4_9,Awareness of delusions (present),dbl+lbl,649,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1181,umd4b_9,Attribution (present),dbl+lbl,651,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1182,umd5_9,Awareness of flat or blunt affect (present),dbl+lbl,646,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1183,umd5b_9,Attribution (present),dbl+lbl,656,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1184,umd6_9,Awareness of asociality(present),dbl+lbl,603,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1185,umd6b_9,Attribution (present),dbl+lbl,613,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1186,umd1_12,Awareness of mental disorder(present),dbl+lbl,439,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1187,umd2_12,Awareness of response to medication(present),dbl+lbl,455,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1188,umd2b_12,Does he believe he needs meds (present),dbl+lbl,435,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1189,umd3_12,Awareness of hallusinations(present),dbl+lbl,675,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1190,umd3b_12,Attribution (present),dbl+lbl,676,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1191,umd4_12,Awareness of delusions (present),dbl+lbl,646,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1192,umd4b_12,Attribution (present),dbl+lbl,649,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1193,umd5_12,Awareness of flat or blunt affect (present),dbl+lbl,659,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1194,umd5b_12,Attribution (present),dbl+lbl,670,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1195,umd6_12,Awareness of asociality(present),dbl+lbl,609,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1196,umd6b_12,Attribution (present),dbl+lbl,613,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1197,umd1_18,Awareness of mental disorder(present),dbl+lbl,482,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1198,umd2_18,Awareness of response to medication(present),dbl+lbl,496,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1199,umd2b_18,Does he believe he needs meds (present),dbl+lbl,477,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1200,umd3_18,Awareness of hallusinations(present),dbl+lbl,688,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1201,umd3b_18,Attribution (present),dbl+lbl,689,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1202,umd4_18,Awareness of delusions (present),dbl+lbl,664,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1203,umd4b_18,Attribution (present),dbl+lbl,668,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1204,umd5_18,Awareness of flat or blunt affect (present),dbl+lbl,676,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1205,umd5b_18,Attribution (present),dbl+lbl,682,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1206,umd6_18,Awareness of asociality(present),dbl+lbl,645,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1207,umd6b_18,Attribution (present),dbl+lbl,648,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1208,umd1_24,Awareness of mental disorder(present),dbl+lbl,550,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1209,umd2_24,Awareness of response to medication(present),dbl+lbl,566,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1210,umd2b_24,Does he believe he needs meds (present),dbl+lbl,551,"c(`Cannot be assesed` = 0, `Definitely yes` = 1, `Probably yes` = 2, Unsure = 3, `Probably no` = 4, `Definitely no` = 5)"
1211,umd3_24,Awareness of hallusinations(present),dbl+lbl,705,"c(`Cannot be assesed` = 0, `Aware(clearly belives he has ment. ilness)` = 1, `Somewhat (unsure whether he has ilness)` = 3, Unaware = 5)"
1212,umd3b_24,Attribution (present),dbl+lbl,707,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1213,umd4_24,Awareness of delusions (present),dbl+lbl,679,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1214,umd4b_24,Attribution (present),dbl+lbl,681,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1215,umd5_24,Awareness of flat or blunt affect (present),dbl+lbl,696,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1216,umd5b_24,Attribution (present),dbl+lbl,700,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1217,umd6_24,Awareness of asociality(present),dbl+lbl,685,"c(`Cannot be assesed` = 0, Aware = 1, Somewhat = 3, Unaware = 5)"
1218,umd6b_24,Attribution (present),dbl+lbl,685,"c(`Cannot be assesed/ item not relevant` = 0, `Correct : Symptom is due to mental disorder` = 1, `Partial : Unsure, but can consider possiblity` = 3, `Incorrect : Symptom is unrelated to a mental disorder` = 5)"
1219,WAIS3_digsymb_z,WAIS 3 digit symbol raw score,dbl,503,NULL
1220,trail_a_z,Trails A  duration in seconds (raw score),dbl,505,NULL
1221,stp_wrd_z,NA,dbl,506,NULL
1222,stp_col_z,NA,dbl,506,NULL
1223,d2_cp_z,D2 Test of Attention concentration performance (CP) Raw Score,dbl,515,NULL
1224,stp_int_z,Stroop interference (raw score),dbl,509,NULL
1225,WAIS3_dstot_z,WAIS 3 digit span total raw score,dbl,503,NULL
1226,wm3_sstot_z,WMS 3 Spatial Span total (raw score),dbl,505,NULL
1227,wm3_vr1_z,WMS 3 Visual Reproduction I (raw score),dbl,519,NULL
1228,wm3_vr2_z,WMS 3 Visual Reprodruction II recall (raw score),dbl,519,NULL
1229,wm3_lm1_z,WMS 3 Logical Memory I immediate recall (raw score),dbl,505,NULL
1230,wm3_lm2d_z,WMS 3 Logical Memory II delayed recall (raw score),dbl,505,NULL
1231,wm3_lm2_recog_z,WMS 3 Logical Memory II recognition (raw score),dbl,505,NULL
1232,WASI_Block_z,WASI block design raw score,dbl,536,NULL
1233,trail_b_z,Trails B  duration in seconds (raw score),dbl,507,NULL
1234,sit_miscart_z,Social Intelligence - Missing Cartoons,dbl,553,NULL
